D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_23_044.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_23_044.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_23_044.jpg, 0, 0, 0, 2.392084
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_23_227.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_23_227.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_23_227.jpg, 0, 0, 0, 2.344677
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_23_326.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_23_326.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_23_326.jpg, 0, 0, 0, 2.318714
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_23_456.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_23_456.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_23_456.jpg, 0, 0, 0, 2.282805
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_23_614.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_23_614.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_23_614.jpg, 0, 0, 0, 2.242386
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_23_719.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_23_719.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_23_719.jpg, 0, 0, 0, 2.217457
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_23_835.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_23_835.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_23_835.jpg, 0, 0, 0, 2.187874
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_23_938.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_23_938.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_23_938.jpg, 0, 0, 0, 2.163495
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_24_039.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_24_039.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_24_039.jpg, 0, 0, 0, 2.139363
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_24_149.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_24_149.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_24_149.jpg, 0, 0, 0, 2.110725
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_24_273.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_24_273.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_24_273.jpg, 0, 0, 0, 2.082434
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_24_373.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_24_373.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_24_373.jpg, 0, 0, 0, 2.05912
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_24_477.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_24_477.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_24_477.jpg, 0, 0, 0, 2.036041
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_24_657.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_24_657.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_24_657.jpg, 0, 0, 0, 1.995396
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_24_799.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_24_799.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_24_799.jpg, 0, 0, 0, 1.964579
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_24_909.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_24_909.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_24_909.jpg, 0, 0, 0, 1.938282
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_25_492.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_25_492.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_25_492.jpg, 0, 0, 0, 1.853204
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_25_598.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_25_598.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_25_598.jpg, 0, 0, 0, 1.827018
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_25_727.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_25_727.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_25_727.jpg, 0, 0, 0, 1.800084
D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\center_2019_12_25_17_59_25_903.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\left_2019_12_25_17_59_25_903.jpg, D:\Vivek\Python\SelfDrivingSimulator\training_data\IMG\right_2019_12_25_17_59_25_903.jpg, 0, 0, 0, 1.759981
